id,text,label,Comments
278,"Dazu gehört auch, dass diejenigen, die durch die hohen Energiepreise
                    sehr hohe Gewinne gemacht haben, ihren Beitrag leisten.",neutral,
279,Das Stichwort heißt: Kooperation.,neutral,
280,Insofern könnten Sie einen Beitrag zur Bürokratievereinfachung leisten und die Zinsen einfach auf null setzen.,neutral,
281,"Jeder einzelne Euro, meine Damen und Herren, der für Grundbildung ausgegeben wird, ist ein sinnvoll ausgegebener Euro zur Krisenbekämpfung, zur Krisenprävention und zur Friedensbildung.",positiv,
282,700 Gewerbegebiete werden im Laufe des Jahres davon profitieren.,positiv,
283,Die Absicherung einer Wahl kann dann Teil dieser Strategie sein.,neutral,
284,"Und es ist gut und richtig so, dass wir diese Signale setzen.",positiv,
285,"Dann sagen Sie, wie viel Geld Sie zu welchen Zwecken brauchen und wann Sie es brauchen.",neutral,
286,Und das beweisen wir auch immer wieder.,positiv,
287,Und ganz besonders: Liebe Genossen von der FDP!,neutral,
288,"Wir brauchen bessere Rahmenbedingungen für Investoren: eine Verbesserung der Abschreibungsregeln, steuerliche Anreize und eine Neuregelung bei der
                    Grunderwerbsteuer.",positiv,
289,Er errechnet sich aus verschiedenen anderen Sätzen.,neutral,
290,"Der befürchtete stärkste Wirtschaftseinbruch in der Geschichte der Bundesrepublik ist bisher nicht wahr geworden, auch weil die Bundesregierung nach drei Entlastungspaketen auch mal die Wirtschaft entdeckt hat und auch weil die Bundesregierung in der Krisenbewältigung in bestimmten Bereichen sehr pragmatisch gehandelt hat.",positiv,
291,"Auch wenn wir manche Meinungsunterschiede haben, sehe ich in Energiefragen immer wieder das Potenzial, zusammenzuarbeiten, wie wir es ja auch tun.",positiv,
292,"Mit einer kleinen Rente oder wenn man sich mit Hartz IV oder jetzt Bürgergeld einschränken muss, musste man sich nicht zwischen Lebensmitteln und Fahrschein entscheiden.",neutral,
293,"Ich möchte Ihnen raten: Wenn Sie einen unionsinternen Richtungsstreit haben, dann sollten Sie den innerhalb Ihrer Partei klären.",neutral,
294,"Ich würde Sie vor dem Hintergrund gerne fragen, wie Sie uns erklären wollen, dass Sie im Nachgang, nach April nächsten Jahres, also 2023, die
                    Energiesicherheit grundlastfähig gewährleisten können, wo Sie doch jetzt gerade beschlossen haben, final aus der Atom- bzw.",neutral,
295,"Sehr geehrte Damen und Herren, in den kommenden sieben Jahren müssen die Treibhausgasemissionen des Verkehrs im Vergleich zu 2019 um knapp 50 Prozent
                    reduziert werden.",neutral,
296,"Leider kommt es vor, dass bei Betriebsprüfungen dann gerade diese Klientel keine ordnungsgemäße Buchführung vorweisen kann.",negativ,
297,"Das sind die Momente, für die ich damals Lehrerin geworden bin.",positiv,
298,"Es gibt auch derzeit wieder umfassende Debatten im organisierten Sport und in der Bundespolitik über Voraussetzungen und Möglichkeiten für erneute
                    Bewerbungen Deutschlands um die Ausrichtung von Olympischen und Paralympischen Spielen.",neutral,
299,"Die einzige Antwort ist,
                    dass hier sämtliche Steuerungssysteme versagen und Fehlanreize wirken, die nun auch noch zementiert werden sollen, indem sich das geplante Bürgergeld zunehmend
                    als Einstieg in das bedingungslose Grundeinkommen entpuppt.",negativ,
300,In meiner Region – dort fängt die Veredelungsregion an; manche nennen sie auch liebevoll den Güllegürtel im Wahlkreis – sind die Schweinehalterinnen und Schweinehalter besonders stark belastet.,neutral,
301,Ich schäme mich für Sie.,negativ,
302,Sie haben sich damit selbst Frieden in der Koalition geschaffen.,positiv,
303,"Im kommenden Jahr werden die Rentenkürzer von der FDP dafür sorgen, dass die Rentenanpassung von ursprünglich erwarteten 5,4 Prozent auf 2,9 Prozent zusammengestrichen werden wird.",Negativ,
304,"Wenn wir heute schon bei dem Begriff „Revolution“ sind – das kann man
                    schon als revolutionär bezeichnen –, dann muss ich feststellen: Die gab es bei
                    den Wirtschaftsweisen.",neutral,
305,Das muss doch nicht sein.,neutral,
306,"Es ist erprobt, es ist das Rückgrat des europäischen Lufttransports, und mit diesem Modell stärken wir unsere Kooperationsfähigkeit in Europa.",neutral,
307,Geschätzte Frau Präsidentin!,neutral,
308,"Neben Geld braucht es die notwendige Forschungsinfrastruktur und mehr Wissenschaftlerinnen und Wissenschaftler, die sich mit dem Krankheitsbild beschäftigen wollen.",neutral,
309,"Ich würde Sie als
                    Ministerin gerne zur Internationalisierungsstrategie befragen.",neutral,
310,"Im Übrigen – das will ich hier auch noch mal sagen – haben wir es in einer kurzen Zeit bis Ende dieses Jahres geschafft, die LNG-Anlage in
                    Wilhelmshaven ans Netz zu bringen.",positiv,
311,Diese Unterstellung weise ich auf das Schärfste zurück.,neutral,
312,Sehr geehrte Frau Präsidentin!,neutral,
313,"die Sanierung kaputter Straßen, weil wir sonst die Klimaziele nicht erreichen.",negativ,
314,"Wenn man die Sache nüchtern betrachtet, dann kann man auch ganz schnell herausfinden, wie man zu diesem Schluss kommt: Bereits heute wird die gesetzliche Rentenversicherung mit knapp 100 Milliarden durch Haushaltsmittel gestützt, und zwar jährlich.",neutral,
315,Mit der Neuregelung wird diese Einschränkung etwas zurückgenommen.,neutral,
316,"Die Lösung ist also ganz einfach: nicht
                    Umverteilung, sondern Umsicht.",neutral,
317,"Alleine im
                    Verkehrssektor – das sagen die Sachverständigen der Bundesregierung – werden wir das Tempo vervierzehnfachen müssen.",negativ,
318,Und genau das versuchen wir vor dem Hintergrund einer Klimakrise und einer Energiekrise.,neutral,
319,"Ich habe auch Vorschläge gemacht, wie zum Beispiel den, die Außengastronomie in München nach dem ersten Lockdown sehr schnell auch auf Parkplätze zu verlagern, wo das möglich war.",positiv,
320,Ich bitte Sie daher um Ihre Zustimmung.,neutral,
321,Der Lebensunterhalt muss gesichert sein.,positiv,
322,"Die Anhörung am Montag im Ausschuss hat auch deutlich gemacht, dass dieser Schritt ein erster Schritt ist, aber nicht ausreicht und dass weitere Maßnahmen folgen müssen.",neutral,
323,Niemand sonst kennt die örtlichen Gegebenheiten in Fragen der Energie- und Wärmeversorgung so gut wie unsere Städte und Gemeinden.,neutral,
324,Wir müssen die Umsetzungsrichtlinie bis November in den Ländern in trockenen Tüchern haben.,neutral,
325,"Heute nun diskutieren wir darüber, wie der Staat Menschen dabei helfen sollte, ihr Leben zu beenden.",neutral,
326,"Nur wenn wir besser mit der Wissenschaft kommunizieren, wenn wir Verbände in die Missionsteams einbinden, durch die Förderung von Citizen Science oder sozialer Innovation, wird es uns gelingen, Herausforderungen wie die Energiewende, wie den Klimawandel, wie die Digitalisierung oder auch antidemokratische Bestrebungen zu bewältigen.",neutral,
327,"Wir erleben den Unterschied zwischen demokratischen und autokratischen Staaten im Umgang mit ihrer eigenen Geschichte: hier, jetzt im Deutschen Bundestag, und weniger als zwei Flugstunden weiter östlich, in Moskau.",neutral,
328,"Dass wir bereits im März das Gespräch mit den Betreibern gesucht und geführt haben, ist doch ein Ausweis dessen, dass wir auch die Expertise der Betreiber selbst in unsere Abwägung miteinbeziehen wollten und dass es dennoch kontrovers ist, weil auch die nukleare Sicherheit abgewogen werden musste unter dem Eindruck des Krieges von Russland und des Beschusses von Saporischschja, all das haben wir monatelang getan mit dem entsprechenden Ergebnis.",neutral,
329,In der Silvesternacht kam es in verschiedenen Großstädten zu völlig inakzeptablen Ausschreitungen.,negativ,
330,"Ich glaube, da lohnt es sich, zu fragen: Wer ist eigentlich zuständig?",neutral,
331,"Aus unserem engen und sehr freundschaftlichen Austausch mit vielen Jesidinnen und Jesiden – ich möchte hier auch den Einsatz unserer Kollegin Sabine Weiss würdigen – ergibt sich nicht nur der große Respekt für die Art und Weise, wie die Jesiden mit dem Horror eines barbarischen Genozids umgehen.",positiv,
332,Wahrscheinlich bleiben Sie bei Ihrer parteipolitischen Brille und sagen: Das machen wir nicht.,negativ,
333,Im Grunde lehnen Sie sie ab.,negativ,
334,"Mindestens zwei und aus unserer Sicht besser drei Kernkraftwerke – ja, auch das bedarf einiger Überwindung, gerade unserer geschätzten Koalitionspartner – werden am Netz bleiben, um auch im Winter und hoffentlich auch im Winter darauf zur Verfügung zu stehen.",neutral,
335,Wir werden mit den heutigen Regelungen der Energiewende einen neuen Schub geben; denn in der Tat werden wir ohne die EEG-Umlage die Sektorenkopplung voranbringen und auch neue wirtschaftliche Modelle schaffen.,positiv,
336,Das zeigen Ihre Kolleginnen und Kollegen aus Schleswig-Holstein.,neutral,
337,Nur fünf Tage nach dieser Unabhängigkeitserklärung wurde das jüngste Land der Welt das 193.,neutral,
338,Wir als Ampelkoalition wollen in dem Gesetz auch eine Übergangslösung haben.,neutral,
339,"Es gibt also viele gute Vorschläge, mit denen wir uns beschäftigen werden – und dann gibt es noch einen Antrag der AfD.",neutral,
340,Zweitens.,neutral,
341,– Das wünschen wir uns alle; aber viele Fachinstitute sehen das anders.,neutral,
342,Der muss aus unserer Sicht noch viel schneller gehen; wir alle kennen die Zahlen.,neutral.,
343,"Dabei geht es darum, Personal an ukrainischen Hochschulen zu halten und Studienmöglichkeiten im IT-Bereich anzubieten.",neutral,
344,"Ich finde, es gehört zur Fairness dazu, das mit zu erwähnen.",neutral,
345,"– Herr Minister, ich weiß nicht, ob Sie es wissen: Bundesumweltministerin Lemke hat eine Anfrage der Kollegin aus der Linksfraktion schriftlich dahin gehend beantwortet, dass die Bundesregierung beabsichtigt, bei der Höhe der Preise für Entlastung zu sorgen, also den durch die Steuern und Abgaben getriebenen Preisanstieg zu bekämpfen und nicht die Mehreinnahmen nachher wieder sozial an die Bürger auszuschütten.",neutral,
346,Diese Koalition macht das Land widerstandsfähiger.,positiv,
347,"Deswegen ist es richtig, dass wir sparen.",positiv,
348,– Ich erlaube Zwischenfragen.,neutral,
349,Wie ist Ihre Meinung?,"Es wurde kein Satz angegeben, um das Sentiment zu bewerten. Bitte geben Sie den Satz an, um Ihre Meinung zu erfahren und das Sentiment zu bewerten.",
350,"Dazu leistet der Globale Treuhandfonds für Nutzpflanzenvielfalt , wie mein Kollege Wolfgang Stefinger vorhin schon betont hat, einen ganz wichtigen Beitrag; denn wir wollen die Artenvielfalt sichern.",positiv,
351,"Da bleibt am Ende niemand mehr, dem der Mittelstand irgendwas verkaufen kann.",negativ,
352,"Fragen Sie doch mal Herrn Wadephul; der war, glaube ich, dabei.",neutral,
353,"Ich denke, dass wir uns nicht ausruhen können.",neutral,
354,– nach Ungarn.,neutral,
355,"Heute hat die CDU/CSU eine Aktuelle Stunde aufgesetzt, in der sie sich mit einem Buch beschäftigt, in dem alte Unterstellungen aufgewärmt werden.",negativ,
356,"Von daher finde ich es sehr begrüßenswert, dass Sie heute sagen: Jetzt erst recht!",positiv,
357,"Sie waren am Anfang sehr kritisch, was Abstimmungen in der Europäischen Union und in den Vereinten Nationen anging.",neutral,
358,Meine Damen und Herren!,neutral,
359,"Wir begrüßen es vom Grundsatz her auch, dass das Spruchverfahrensgesetz im Rahmen dieses Gesetzespaketes mit novelliert wird.",neutral,
360,"Der Haushalt umfasst auch humanitäre Hilfe in Höhe von 2,7 Milliarden Euro.",neutral,
361,"Ich erinnere auch noch mal daran, wer in den letzten 16 Jahren für das Verkehrsministerium verantwortlich war.",neutral,
362,Einige sind dort an den Folgen dieser Behandlung gestorben.,negativ,
363,Jemand aus Ihrer Partei hat auf dem Mahnmal für die ermordeten Juden Europas getanzt.,negativ,
364,"Die finanziellen Herausforderungen sind jetzt ausführlich dargestellt worden, und ich wende mich einer Bemerkung von Minister Lauterbach zu, der davon gesprochen hat, dass wir innovationsbereit bleiben und keine Leistungskürzungen vornehmen wollen.",Neutral,
365,"Ich will nicht, dass Menschen, bei harter Arbeit im Friseurhandwerk, das ein ordentlicher Ausbildungsberuf ist, abgespeist werden mit Löhnen, mit denen sie nicht über die Runden kommen.",neutral,
366,"Wir müssen einfach das nutzen, was jetzt schon da ist – eine völlig preiswerte Lösung, meine Damen und Herren.",positiv,
367,Heute ist das unvorstellbar.,neutral,
368,Eine Käuferin war die Mitarbeiterin des damaligen Landesvorsitzenden und des heutigen Abgeordneten Bystron.,neutral,
369,"Leider, meine Damen und Herren, ist Corona nicht vorbei.",negativ,
370,"In diesem Zusammenhang ist der Bundeshaushalt, über den wir heute abstimmen, keine Trendwende in der Finanzpolitik der Ampel, sondern ein weiteres Puzzleteil im Gesamtgefüge einer Finanz- und Haushaltspolitik, die auf Rekordschulden und eine Unterwanderung der Schuldenbremse
                    abzielt.",neutral,
371,"Auch hier ist die Bundesregierung gefordert, die Sozialbeiträge stabil zu halten; denn sie sind es letztendlich, die in besonderem Maße Geringverdiener belasten.",neutral,
372,Meine sehr verehrten Damen und Herren!,neutral,
373,"– Das war jetzt keine Antwort auf meine Frage, Herr Bundeskanzler, wie Sie 30 Millionen Impfungen bis Ende Januar erreichen wollen.",negativ,
374,"Aber ich möchte noch eines sagen: In der Lausitz – nur als ein Beispiel – haben Sie mit Ihrer Floskel, den Braunkohleausstieg „idealerweise“ bis 2030 zu erreichen, genau dieselbe Prinzip-Hoffnung-Strategie angewendet, die am Ende unverantwortlich ist und für Verunsicherung sorgt.",negativ,
375,"Aber die stimmen nach dem Mehrheitsprinzip ab, und der Europäischen Union würde es auch guttun, wenn wir dort mehr nach dem Mehrheitsprinzip abstimmen würden.",neutral,
376,"Wir wissen, dass unsere eigene Souveränität und das Wohlergehen unseres Landes und der Bevölkerung davon abhängig sind, dass wir in internationalen Organisationen integriert sind und mit unseren Nachbarn gut zusammenarbeiten.",neutral,
377,Der Energieminister ist heute in Europa im Kreis seiner Kollegen mit wichtigen Themen befasst.,neutral,
378,"– Das macht ihr, ja.",neutral,
379,Das gilt übrigens auch für den Nachfolger des Hochschulpakts und für die kommenden Bildungsplattformen.,neutral,
380,Sie hat ihren kleinen Sohn obduzieren lassen für die Forschung.,negativ,
381,"Wenn die Leute draußen hören könnten, was Sie hier
                    dazwischenplärren, wäre die Wiederwahl bei Ihnen, glaube ich, nicht mehr gesichert.",negativ,
382,"Das sind letztendlich keine Fragen, die man von heute auf morgen klären kann.",neutral,
383,Das sind die schlechten Vorschläge.,negativ,
384,"Das heißt: Jetzt wäre eine expansive Fiskalpolitik notwendig, um der Krise Herr zu werden und die Rezession einigermaßen in den Griff zu bekommen.",positiv,
385,"Das war sehr schlecht, was die
                    Ampel an dieser Stelle gemacht hat.",negativ,
386,Sie sind uns allen Mahnung und Auftrag.,neutral,
387,Was ist mit der dringend notwendigen Entlastung bei Steuern und Abgaben?,positiv,
388,Kommen Sie bitte zum Schluss.,neutral,
389,Fassen wir zusammen.,neutral,
390,"Dass Sie ausgerechnet der FDP vorwerfen, dass sie es in den 16 Jahren, in denen die CDU/CSU das Verteidigungsministerium verantwortet hat, und in einer Zeit, in der Wolfgang Schäuble Finanzminister war, nicht gebacken gekriegt hat, die Bundeswehr mit ausreichender Ausrüstung zu versorgen, das fand ich eigentümlich.",neutral,
391,Wir haben uns das etwas anders vorgestellt.,negativ,
392,"In der Fraktion der Union, aber, wie ich gerade gehört habe, auch bei den Grünen und der FDP herrscht offensichtlich die Überzeugung, immer mehr und immer schwerere Waffen leisteten einen Beitrag, dieses Ziel zu erreichen.",neutral,
393,Ich will vielleicht noch ein Wort zu Frau Weisgerber sagen.,neutral,
394,"Man kann sagen, dass Haushaltsdebatten auch immer etwas ganz Besonderes sind; denn wir debattieren eben über grundsätzliche Fragen.",neutral,
395,Eile ist geboten.,neutral,
396,Daher lehnen wir Ihre Anträge auch ab.,negativ,
397,"Nach den Reden der Kollegen der Ampelkoalition könnte der Bürger ja glatt den Eindruck bekommen, dass mit diesem Gesetzentwurf die Abfallberge im öffentlichen Raum oder die Abfallinseln im Ozean der Vergangenheit angehören würden.",neutral,
398,Liebe Kolleginnen und Kollegen!,neutral,
399,Bauen Sie Bürokratie ab!,negativ,
400,"„Jede Kilowattstunde zählt“, diese Parole von Minister Habeck muss endlich zur Maxime der Politik dieser Regierung werden.",positiv,
401,Ich bedanke mich für diese Debatte.,neutral,
402,"Das Thema ist deswegen hoch emotional, und die Argumentation scheint im ersten Moment simpel.",neutral,
403,Herzlichen Dank.,neutral,
404,Nächster Redner: für die CDU/CSU-Fraktion Alexander Dobrindt.,neutral,
405,"Das heißt: Die 30 000 vorhandenen
                    Windindustrieanlagen schafften zu diesem Zeitpunkt gerade einmal 1,3 von 58 Gigawatt.",neutral,
406,Sehr geehrte Kolleginnen und Kollegen!,neutral,
407,Vielen Dank.,neutral,
408,"Das ist ein gutes Signal, aber wir sehen auch, dass immer wieder Menschen diesen Beruf nach nur ein paar Jahren verlassen, weil sie mit der Überforderung und mit der Überarbeitung nicht klarkommen.",negativ,
409,"Es ist ein Linke-Tasche-rechte-Tasche-Spiel, indem Sie es bei den 2 Milliarden Euro vom KiTa-Qualitätsgesetz, Gute-KiTa-Gesetz wegnehmen und diese für
                    die Sprach-Kitas sozusagen zweckgebunden einsetzen.",neutral,
410,"Denn was Sie hier als sogenanntes Entlastungspaket vorlegen, ist – ich muss es so sagen – einfach eine Frechheit.",negativ,
411,Dafür stehen wir.,neutral,
412,Wir haben sehr lange an dem vorliegenden Antrag gearbeitet.,neutral,
413,"Wenn wir wissen, dass das Geld fehlt, dann müssen wir eben mehr Anstrengungen darauf verwenden, zu überlegen: Wie kann man den Krieg durch diplomatische Mittel tatsächlich beenden?",neutral,
414,"Die Zeitenwende, die wir durch den Angriffskrieg gegen die Ukraine auch in der Landwirtschaft erleben, muss auch Auswirkungen auf unsere Landwirtschaftspolitik in Deutschland haben.",neutral,
415,"Meine sehr verehrten Damen und Herren, wir sind in einer sehr schwierigen Lage.",negativ,
416,"Wir alle hier – außer die, die die Krise lieben – hätten uns eine v-förmige Erholung der Wirtschaft gewünscht.",neutral,
417,"Übrigens: Wer das gut macht, das ist der nordrhein-westfälische Innenminister Herbert Reul; er geht dagegen vor.",neutral,
418,"Unsere Forderungen an die Bundesregierung und an die Kommission als Leitplanken sind: Keine Kompromisse, keine Rabatte, kein Weichspüler in diesem Verfahren!",negativ,
419,Wir machen ein ganzheitliches Coaching.,neutral,
420,Sie haben sich schon lange von der konstruktiven Oppositionsarbeit verabschiedet.,negativ,
421,"Meine Damen und Herren, auch in den Organisationen der Staatengemeinschaft tut sich Wegweisendes.",neutral,
422,"Und ja, liebe Frau Klöckner, wir brauchen einen Turbo.",positiv,
423,"Die Menschen können sich auch darauf verlassen: Wir werden alles tun, um Versorgungssicherheit bei der Energie in diesem Land sicherzustellen, und wir werden dafür sorgen, dass wir niemanden in diesem Land alleinlassen.",positiv,
424,"Lieber Kollege Mordhorst, Sie haben gesagt – die Grünen haben es auch gesagt –, Sie täten jetzt das, was das Gericht Ihnen aufgetragen hat.",neutral,
425,Fast eine halbe Million von Beschäftigten allein in dieser Branche waren in Kurzarbeit.,neutral,
426,"Wir fordern ihn dazu auf, endlich einen vollwertigen Flüchtlingsgipfel einzuberufen.",positiv,
427,"Auch die Nachbeschaffung, etwa von Panzerhaubitzen, Munition und anderen Gütern, die wir aus Beständen der Bundeswehr an die Ukraine geliefert haben, wird in den kommenden Monaten unter Dach und Fach gebracht.",neutral,
428,Werfen Sie zum Beispiel einen Blick ins Herz unserer Hauptstadt.,neutral,
429,Zudem haben wir das Problem mit den Energiepreisen.,neutral,
430,"Ende Juni läuft das Mandat der Vereinten Nationen aus, und Kenntnisse über eine substanzielle Verbesserung des VN-Mandats haben wir nicht.",neutral,
431,"Das tun wir jetzt, und das ist gut so.",positiv,
432,Das ist doch nichts anderes als eine reine Steuerverbrennungsmaschine.,negativ,
433,"Sie weigern sich nach wie vor, Kernkraftwerke weiterlaufen zu lassen.",negativ,
434,"Aber der größte Fehler wäre, dieses Gesetz nicht zu beschließen.",positiv,
435,"Auch das ist genau das richtige Signal an die Unternehmen in diesem
                    Land.",positiv,
436,Sehr geehrte Damen und Herren!,neutral,
437,Frau Präsidentin!,neutral,
438,Aber wir haben schon sehr viele Klimaschutzprojekte; wir haben sehr viele Projekte im Bereich der Biodiversität.,neutral,
439,"Oder anders ausgedrückt: Noch Ende Januar wollte das Ampelkabinett keinen einzigen Cent mehr für die Sicherheit Deutschlands, für die bessere Ausrüstung der Bundeswehr ausgeben.",negativ,
440,Spätestens seit dem russischen Angriffskrieg auf die Ukraine hat das KFOR-Mandat in diesem besonders angespannten Umfeld an Bedeutung für die europäische Sicherheit dazugewonnen.,neutral,
441,"Liebe Frau Englhardt-Kopf, schön dass Sie gesprochen haben.",positiv,
442,Wir müssen da einfach schneller werden.,neutral,
443,Sehr geehrte Frau Präsidentin!,neutral,
444,Gerade deshalb muss Deutschland Verantwortung übernehmen und eine Vorreiterrolle bei der Einhaltung internationaler Verträge und der Menschenrechte einnehmen.,positiv,
445,"Aber auf 3 300 Seiten ist nicht ein einziges Mal von menschlicher
                    Intelligenz die Rede, kein einziges Mal.",neutral,
446,"Und wollen Sie damit sagen, dass die Ausführungen des Verfassungsschutzpräsidenten in Deutschland, Thomas Haldenwang, der genau das gefordert hat, verfassungsfeindlich sind und dass wir einen Verfassungsschutzpräsidenten haben, der derartige Forderungen erhebt?",neutral,
447,Ich könnte so weitermachen.,neutral,
448,"Wir werden
                    jetzt mit einem Betrag von 40 Milliarden Euro im Jahr 2023 planen, 36 Milliarden Euro mehr als vor zwei Jahren.",neutral,
449,Denn sie muss den schweren Spagat zwischen einfacher und niedrigschwelliger Bedienung einerseits und einer sehr hohen Sicherheit andererseits schaffen.,neutral,
450,Wir waren noch nie so wiedervereint wie heute.,positiv,
451,Ihre sogenannte Energiewende führt zu dem jahrelangen Anstieg der Energiepreise.,negativ,
452,"Einige Punkte unterstützen wir, andere gehen uns nicht weit genug.",neutral,
453,Prominente Vertreter aus der Fraktion Die Linke hatten bis zuletzt den russischen Truppenaufmarsch an der Grenze zur Ukraine verteidigt.,neutral,
454,"Eigentlich geht es ja nicht um Geld, sondern es geht um die Fragen: Wo ist die Munition?",neutral,
455,Frau Präsidentin!,neutral,
456,"Wir wollen mit rechtsstaatlichen Mitteln die Oligarchen bekämpfen und dabei so weit gehen, wie wir können, aber eben auch nicht weiter, als es der Rechtsstaat zulässt.",neutral,
457,Wir gehen das jetzt an.,neutral.,
458,"Die Frage ist jetzt: Können wir diese Erfahrungen, die dort gesammelt worden sind, in eine pandemiebedingte Triage-Situation transferieren?",neutral,
459,Wir haben Entlastungspakete auf den Weg gebracht und müssen jetzt schnell Hilfen für kleine und mittlere Unternehmen bereitstellen.,positiv,
460,"Wir brauchen daher einen besseren Schutz und eine weitere Klarstellung für ehrenamtliche Richterinnen und Richter Weiter gibt es die besorgniserregende Entwicklung, dass antidemokratische Kräfte das ehrenamtliche Richteramt unterwandern wollen.",neutral,
461,"Trotz aller Kraft, die wir daransetzen, diese Krise zu meistern, diese Bewährungsprobe für unser Land wirtschaftlich und sozial zu bewältigen, dürfen
                    wir dabei nicht vernachlässigen, dass diese Gesellschaft nicht nur Krisenmanagement braucht, sondern sie braucht auch Fortschritt.",positiv,
462,"Wir werden dafür sorgen, dass die Kosten vernünftig verteilt werden und dass nicht die Menschen, die sehr wenig verdienen oder die in der Mitte der Gesellschaft stehen, besonders belastet werden.",neutral,
463,"Vielen Dank, Herr Kollege Dr. Lenz.",neutral,
464,– Nein.,negativ,
465,"Und Sie beschäftigen uns damit, dass Sie sagen, dass das doch so sein muss.",neutral,
466,"Dazu kommt: Neben dem Gehalt gibt es viele weitere Stellschrauben, die in den Blick genommen werden können und auch müssen: Die Entlastung der Pflegekräfte durch Entbürokratisierung und auch durch Digitalisierung ist ein Ansatz wie auch bessere Vereinbarkeit von Familie und Beruf, weitere Akquirierung von Pflegekräften im In- und auch im Ausland, bessere und auch effektivere Personalplanungen in den Einrichtungen.",neutral,
467,"Wo ist denn das 100‑Milliarden-Programm für Bildung, für Krankenhäuser, für ÖPNV, für Digitalisierung?",neutral.,
468,"Ich darf an der Stelle, Herr Bundesminister Pistorius, aber auch die Gelegenheit wahrnehmen, Ihnen hier im Deutschen Bundestag für Ihr neues Amt aufrichtig viel Erfolg zu wünschen – viel Erfolg an dieser Stelle!",positiv,
469,14 Grundgesetz)“.,neutral,
470,"Eine vernünftige Finanzpolitik für unsere Welt von heute stärkt dagegen die finanzielle Unabhängigkeit der Frauen und damit unsere Familien,
                    unsere Wirtschaft und unsere gesamte Gesellschaft.",positiv,
471,"Ich freue mich deshalb wahnsinnig auf die größte Familienrechtsreform der letzten Jahrzehnte, die der Minister angekündigt hat; denn sie wird vielen Menschen tatsächlich in ihrer Lebensrealität helfen.",positiv,
472,"Ich habe bei einem Ihrer Kollegen schon mehrfach dazwischengerufen, dass er das Wort doch einfach einmal in diesem Zusammenhang erwähnen möge.",neutral,
473,"Wir haben jetzt erstmalig in der Menschheitsgeschichte die Möglichkeit, mit einer Impfung diesen Teufelskreis zu durchbrechen.",positiv,
474,Wenden Sie Schaden vom deutschen Volke ab.,negativ,
475,"Frau Aschenberg-Dugnus, Sie dürfen jetzt noch nachfragen.",neutral,
476,Vielen Dank.,positiv,
477,"Ich finde es – auch das noch mal als Ergänzung – ehrlicherweise ziemlich schräg, wenn Sie schreiben: Es ist Privatsache der erwachsenen Nutzer von Telegram.",neutral,
478,Das sind enorme Verpflichtungen für die Zukunft.,positiv,
479,Gerade als Parlament haben wir unsere Verantwortung sehr ernst genommen.,neutral,
480,Alle bisherigen Haushalte stellten immer ungenügende Finanzmittel zur Verfügung.,negativ,
481,Frau Präsidentin!,neutral,
482,"Das natürliche Gleichgewicht wird dort kaum von
                    menschlichen Aktivitäten beeinflusst.",neutral,
483,"Wir sehen in der Krise ganz besonders, wie komplex die Wertschöpfungsketten in unserer Volkswirtschaft sind und welche extremen Konsequenzen Ausfälle in diesen Wertschöpfungsketten haben können.",neutral,
484,"2023 wird das Jahr, in dem wir im Betäubungsmittelgesetz endlich für Gerechtigkeit sorgen und ein Stück weit Geschichte schreiben werden: Wir entkriminalisieren Cannabis.",positiv,
485,"Ich bin außerdem der Meinung: Wenn es am Abfahrtsbahnhof keinen funktionierenden oder barrierefreien Fahrkartenautomaten gibt, sollte es möglich sein, Fahrkarten ohne Aufpreis an Bord des Zuges zu kaufen.",neutral,
486,Zudem können wir die Bundeswehr nicht überstrapazieren.,neutral,
487,Die Menschen leiden immer noch unter hohen Mieten.,negativ,
488,"Liebe Kollegin Steinmüller, wenn Sie
                    sagen, es braucht keine neue Wohnungen, dann steht das diametral zu dem, was die Kollegin Geywitz gesagt hat, die 600 000 neue Wohnungen für erforderlich hält, und 200 000, 250 000 werden
                    gebaut.",neutral,
489,"Gerade im Kontext des Wissenschaftszeitvertragsgesetzes ist das etwas, was an vielen Hochschulen dazu führt, dass Arbeitsverträge jetzt anders angeguckt
                    werden.",neutral,
490,Das ist für deutsche Verhältnisse geradezu Warpgeschwindigkeit.,positiv,
491,"Liebe Kolleginnen und Kollegen, fest steht auch ganz klar: Wir brauchen ein Impfregister.",neutral,
492,Sie haben doch die letzten 16 Jahre regiert.,neutral,
493,"Wir haben zum Zeitpunkt der Bildung dieser Koalition
                    nicht darüber diskutiert.",neutral,
494,Viertens.,neutral,
495,Die in dieser Zeit vielzitierte Zeitenwende erfordert von uns allen neues Denken und neues Handeln.,neutral,
496,Unser Beitrag zu Freiheit und Unabhängigkeit muss auch in der Sicherung der Welternährung liegen.,neutral,
497,"Es bietet Arbeitschancen für die, die bei uns sich engagieren wollen.","Der Satz hat ein positives Sentiment, da er darauf hinweist, dass es Arbeitschancen für diejenigen gibt, die sich engagieren wollen.",
498,"Auch ich bin tief enttäuscht von dem, was in den letzten Tagen passiert ist.",negativ,
499,Das wäre der falsche Weg.,negativ,
500,Davon sind 150 tatsächlich einsatzbereit.,neutral,
501,"Wir sehen ukrainische Männer, die in Scharen zu den Waffen greifen, um russische Panzer abzuschießen.",negativ.,
